namapemda,provinsi,tahun,level1coa90,level2coa90,level3coa90,jenis,nilai
Kab. Aceh Barat Daya,Provinsi Aceh,2021,4. Pendapatan Daerah,41. PAD,412. Retribusi Daerah,Realisasi,1494584557
Kab. Aceh Barat Daya,Provinsi Aceh,2021,4. Pendapatan Daerah,41. PAD,413. Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,Anggaran,1600000000
Kab. Aceh Barat Daya,Provinsi Aceh,2021,4. Pendapatan Daerah,41. PAD,413. Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,Realisasi,1669125097
Kab. Aceh Barat Daya,Provinsi Aceh,2021,4. Pendapatan Daerah,41. PAD,414. Lain-Lain PAD yang Sah,Anggaran,95372099211
Kab. Aceh Barat Daya,Provinsi Aceh,2021,4. Pendapatan Daerah,41. PAD,414. Lain-Lain PAD yang Sah,Realisasi,81158300251.64
Kab. Aceh Barat Daya,Provinsi Aceh,2021,4. Pendapatan Daerah,42. TKDD,421. Pendapatan Transfer Pemerintah Pusat,Anggaran,798608357406
Kab. Aceh Barat Daya,Provinsi Aceh,2021,4. Pendapatan Daerah,42. TKDD,421. Pendapatan Transfer Pemerintah Pusat,Realisasi,767444947575
Kab. Aceh Barat Daya,Provinsi Aceh,2021,4. Pendapatan Daerah,43. Pendapatan Lainnya,422. Pendapatan Transfer Antar Daerah,Anggaran,23998810808
Kab. Aceh Barat Daya,Provinsi Aceh,2021,4. Pendapatan Daerah,43. Pendapatan Lainnya,422. Pendapatan Transfer Antar Daerah,Realisasi,25052639920
Kab. Aceh Barat Daya,Provinsi Aceh,2021,4. Pendapatan Daerah,43. Pendapatan Lainnya,431. Pendapatan Hibah,Anggaran,3250000000
Kab. Aceh Barat Daya,Provinsi Aceh,2021,4. Pendapatan Daerah,43. Pendapatan Lainnya,431. Pendapatan Hibah,Realisasi,1176292000
Kab. Aceh Barat Daya,Provinsi Aceh,2021,4. Pendapatan Daerah,43. Pendapatan Lainnya,433. Lain-lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,Anggaran,16484200000
Kab. Aceh Barat Daya,Provinsi Aceh,2021,4. Pendapatan Daerah,43. Pendapatan Lainnya,433. Lain-lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,Realisasi,16928860000
Kab. Aceh Barat Daya,Provinsi Aceh,2021,5. Belanja Daerah,51. Belanja Pegawai,511. Belanja Pegawai,Anggaran,349571953703
Kab. Aceh Barat Daya,Provinsi Aceh,2021,5. Belanja Daerah,51. Belanja Pegawai,511. Belanja Pegawai,Realisasi,304564796048
Kab. Aceh Barat Daya,Provinsi Aceh,2021,5. Belanja Daerah,52. Belanja Barang Jasa,512. Belanja Barang dan Jasa,Anggaran,220332878101
Kab. Aceh Barat Daya,Provinsi Aceh,2021,5. Belanja Daerah,52. Belanja Barang Jasa,512. Belanja Barang dan Jasa,Realisasi,200956821034.83
Kab. Aceh Barat Daya,Provinsi Aceh,2021,5. Belanja Daerah,53. Belanja Modal,520. Belanja Modal,Anggaran,202388597408
Kab. Aceh Barat Daya,Provinsi Aceh,2021,5. Belanja Daerah,53. Belanja Modal,520. Belanja Modal,Realisasi,197341992906
Kab. Aceh Barat Daya,Provinsi Aceh,2021,5. Belanja Daerah,54. Belanja Lainnya,515. Belanja Hibah,Anggaran,44370368317
Kab. Aceh Barat Daya,Provinsi Aceh,2021,5. Belanja Daerah,54. Belanja Lainnya,515. Belanja Hibah,Realisasi,26907919313
Kab. Aceh Barat Daya,Provinsi Aceh,2021,5. Belanja Daerah,54. Belanja Lainnya,516. Belanja Bantuan Sosial,Anggaran,7185004160
Kab. Aceh Barat Daya,Provinsi Aceh,2021,5. Belanja Daerah,54. Belanja Lainnya,516. Belanja Bantuan Sosial,Realisasi,5421014608
Kab. Aceh Barat Daya,Provinsi Aceh,2021,5. Belanja Daerah,54. Belanja Lainnya,531. Belanja Tidak Terduga,Anggaran,48759699993
Kab. Aceh Barat Daya,Provinsi Aceh,2021,5. Belanja Daerah,54. Belanja Lainnya,531. Belanja Tidak Terduga,Realisasi,4670092534
Kab. Aceh Barat Daya,Provinsi Aceh,2021,5. Belanja Daerah,54. Belanja Lainnya,541. Belanja Bagi Hasil,Anggaran,1063286132
Kab. Aceh Barat Daya,Provinsi Aceh,2021,5. Belanja Daerah,54. Belanja Lainnya,541. Belanja Bagi Hasil,Realisasi,1063286132
Kab. Aceh Barat Daya,Provinsi Aceh,2021,5. Belanja Daerah,54. Belanja Lainnya,542. Belanja Bantuan Keuangan,Anggaran,163259817100
Kab. Aceh Barat Daya,Provinsi Aceh,2021,5. Belanja Daerah,54. Belanja Lainnya,542. Belanja Bantuan Keuangan,Realisasi,162426543405
Kab. Aceh Barat Daya,Provinsi Aceh,2021,6. Pembiayaan Daerah,61. Penerimaan Pembiayaan Daerah,611. Sisa Lebih Perhitungan Anggaran Tahun Sebelumnya,Anggaran,94155549489
Kab. Aceh Barat Daya,Provinsi Aceh,2021,6. Pembiayaan Daerah,61. Penerimaan Pembiayaan Daerah,611. Sisa Lebih Perhitungan Anggaran Tahun Sebelumnya,Realisasi,119928515698.28
Kab. Aceh Barat Daya,Provinsi Aceh,2021,6. Pembiayaan Daerah,62. Pengeluaran Pembiayaan Daerah,622. Penyertaan Modal Daerah,Anggaran,6000000000
Kab. Aceh Barat Daya,Provinsi Aceh,2021,6. Pembiayaan Daerah,62. Pengeluaran Pembiayaan Daerah,622. Penyertaan Modal Daerah,Realisasi,5500000000
Kab. Aceh Besar,Provinsi Aceh,2021,4. Pendapatan Daerah,41. PAD,411. Pajak Daerah,Anggaran,94931000000
Kab. Aceh Besar,Provinsi Aceh,2021,4. Pendapatan Daerah,41. PAD,411. Pajak Daerah,Realisasi,99408493122
Kab. Aceh Besar,Provinsi Aceh,2021,4. Pendapatan Daerah,41. PAD,412. Retribusi Daerah,Anggaran,7934800000
Kab. Aceh Besar,Provinsi Aceh,2021,4. Pendapatan Daerah,41. PAD,412. Retribusi Daerah,Realisasi,7169734960
Kab. Aceh Besar,Provinsi Aceh,2021,4. Pendapatan Daerah,41. PAD,413. Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,Anggaran,8000000000
Kab. Aceh Besar,Provinsi Aceh,2021,4. Pendapatan Daerah,41. PAD,413. Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,Realisasi,7245942947
Kab. Aceh Besar,Provinsi Aceh,2021,4. Pendapatan Daerah,41. PAD,414. Lain-Lain PAD yang Sah,Anggaran,70272000000
Kab. Aceh Besar,Provinsi Aceh,2021,4. Pendapatan Daerah,41. PAD,414. Lain-Lain PAD yang Sah,Realisasi,54999759603
Kab. Aceh Besar,Provinsi Aceh,2021,4. Pendapatan Daerah,42. TKDD,421. Pendapatan Transfer Pemerintah Pusat,Anggaran,1509536195999
Kab. Aceh Besar,Provinsi Aceh,2021,4. Pendapatan Daerah,42. TKDD,421. Pendapatan Transfer Pemerintah Pusat,Realisasi,1476757469799
Kab. Aceh Besar,Provinsi Aceh,2021,4. Pendapatan Daerah,43. Pendapatan Lainnya,422. Pendapatan Transfer Antar Daerah,Anggaran,158106105325
Kab. Aceh Besar,Provinsi Aceh,2021,4. Pendapatan Daerah,43. Pendapatan Lainnya,422. Pendapatan Transfer Antar Daerah,Realisasi,140477133286
Kab. Aceh Besar,Provinsi Aceh,2021,4. Pendapatan Daerah,43. Pendapatan Lainnya,431. Pendapatan Hibah,Anggaran,0
Kab. Aceh Besar,Provinsi Aceh,2021,4. Pendapatan Daerah,43. Pendapatan Lainnya,431. Pendapatan Hibah,Realisasi,2868583653
Kab. Aceh Besar,Provinsi Aceh,2021,4. Pendapatan Daerah,43. Pendapatan Lainnya,432. Dana Darurat,Anggaran,0
Kab. Aceh Besar,Provinsi Aceh,2021,4. Pendapatan Daerah,43. Pendapatan Lainnya,432. Dana Darurat,Realisasi,0
Kab. Aceh Besar,Provinsi Aceh,2021,4. Pendapatan Daerah,43. Pendapatan Lainnya,433. Lain-lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,Anggaran,45630793276
Kab. Aceh Besar,Provinsi Aceh,2021,4. Pendapatan Daerah,43. Pendapatan Lainnya,433. Lain-lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,Realisasi,38413932000
Kab. Aceh Besar,Provinsi Aceh,2021,5. Belanja Daerah,51. Belanja Pegawai,511. Belanja Pegawai,Anggaran,636436142326
Kab. Aceh Besar,Provinsi Aceh,2021,5. Belanja Daerah,51. Belanja Pegawai,511. Belanja Pegawai,Realisasi,574336771393
Kab. Aceh Besar,Provinsi Aceh,2021,5. Belanja Daerah,52. Belanja Barang Jasa,512. Belanja Barang dan Jasa,Anggaran,411474636894
Kab. Aceh Besar,Provinsi Aceh,2021,5. Belanja Daerah,52. Belanja Barang Jasa,512. Belanja Barang dan Jasa,Realisasi,382520657258
Kab. Aceh Besar,Provinsi Aceh,2021,5. Belanja Daerah,53. Belanja Modal,520. Belanja Modal,Anggaran,255499743706
Kab. Aceh Besar,Provinsi Aceh,2021,5. Belanja Daerah,53. Belanja Modal,520. Belanja Modal,Realisasi,215169455613
Kab. Aceh Besar,Provinsi Aceh,2021,5. Belanja Daerah,54. Belanja Lainnya,513. Belanja Bunga,Anggaran,0
Kab. Aceh Besar,Provinsi Aceh,2021,5. Belanja Daerah,54. Belanja Lainnya,513. Belanja Bunga,Realisasi,0
Kab. Aceh Besar,Provinsi Aceh,2021,5. Belanja Daerah,54. Belanja Lainnya,514. Belanja Subsidi,Anggaran,0
Kab. Aceh Besar,Provinsi Aceh,2021,5. Belanja Daerah,54. Belanja Lainnya,514. Belanja Subsidi,Realisasi,0
Kab. Aceh Besar,Provinsi Aceh,2021,5. Belanja Daerah,54. Belanja Lainnya,515. Belanja Hibah,Anggaran,51904897264
Kab. Aceh Besar,Provinsi Aceh,2021,5. Belanja Daerah,54. Belanja Lainnya,515. Belanja Hibah,Realisasi,92111494367
Kab. Aceh Besar,Provinsi Aceh,2021,5. Belanja Daerah,54. Belanja Lainnya,516. Belanja Bantuan Sosial,Anggaran,10230000000
Kab. Aceh Besar,Provinsi Aceh,2021,5. Belanja Daerah,54. Belanja Lainnya,516. Belanja Bantuan Sosial,Realisasi,12028520000
Kab. Aceh Besar,Provinsi Aceh,2021,5. Belanja Daerah,54. Belanja Lainnya,531. Belanja Tidak Terduga,Anggaran,15000000000
Kab. Aceh Besar,Provinsi Aceh,2021,5. Belanja Daerah,54. Belanja Lainnya,531. Belanja Tidak Terduga,Realisasi,3136896468
Kab. Aceh Besar,Provinsi Aceh,2021,5. Belanja Daerah,54. Belanja Lainnya,541. Belanja Bagi Hasil,Anggaran,10222800000
Kab. Aceh Besar,Provinsi Aceh,2021,5. Belanja Daerah,54. Belanja Lainnya,541. Belanja Bagi Hasil,Realisasi,10212654834
Kab. Aceh Besar,Provinsi Aceh,2021,5. Belanja Daerah,54. Belanja Lainnya,542. Belanja Bantuan Keuangan,Anggaran,602642674410
Kab. Aceh Besar,Provinsi Aceh,2021,5. Belanja Daerah,54. Belanja Lainnya,542. Belanja Bantuan Keuangan,Realisasi,601929322094
Kab. Aceh Besar,Provinsi Aceh,2021,6. Pembiayaan Daerah,61. Penerimaan Pembiayaan Daerah,611. Sisa Lebih Perhitungan Anggaran Tahun Sebelumnya,Anggaran,99000000000
Kab. Aceh Besar,Provinsi Aceh,2021,6. Pembiayaan Daerah,61. Penerimaan Pembiayaan Daerah,611. Sisa Lebih Perhitungan Anggaran Tahun Sebelumnya,Realisasi,100207746989
Kab. Aceh Besar,Provinsi Aceh,2021,6. Pembiayaan Daerah,61. Penerimaan Pembiayaan Daerah,612. Pencairan Dana Cadangan,Anggaran,0
Kab. Aceh Besar,Provinsi Aceh,2021,6. Pembiayaan Daerah,61. Penerimaan Pembiayaan Daerah,612. Pencairan Dana Cadangan,Realisasi,0
Kab. Aceh Besar,Provinsi Aceh,2021,6. Pembiayaan Daerah,61. Penerimaan Pembiayaan Daerah,613. Penjualan Kekayaan Daerah yang Dipisahkan,Anggaran,0
Kab. Aceh Besar,Provinsi Aceh,2021,6. Pembiayaan Daerah,61. Penerimaan Pembiayaan Daerah,613. Penjualan Kekayaan Daerah yang Dipisahkan,Realisasi,0
Kab. Aceh Besar,Provinsi Aceh,2021,6. Pembiayaan Daerah,61. Penerimaan Pembiayaan Daerah,614. Penerimaan Pinjaman Daerah,Anggaran,0
Kab. Aceh Besar,Provinsi Aceh,2021,6. Pembiayaan Daerah,61. Penerimaan Pembiayaan Daerah,614. Penerimaan Pinjaman Daerah,Realisasi,0
Kab. Aceh Besar,Provinsi Aceh,2021,6. Pembiayaan Daerah,61. Penerimaan Pembiayaan Daerah,615. Penerimaan Kembali Pemberian Pinjaman Daerah,Anggaran,0
Kab. Aceh Besar,Provinsi Aceh,2021,6. Pembiayaan Daerah,61. Penerimaan Pembiayaan Daerah,615. Penerimaan Kembali Pemberian Pinjaman Daerah,Realisasi,0
Kab. Aceh Besar,Provinsi Aceh,2021,6. Pembiayaan Daerah,61. Penerimaan Pembiayaan Daerah,616. Penerimaan Pembiayaan Lainnya Sesuai dengan Ketentuan Peraturan Perundang-Undangan,Anggaran,0
Kab. Aceh Besar,Provinsi Aceh,2021,6. Pembiayaan Daerah,61. Penerimaan Pembiayaan Daerah,616. Penerimaan Pembiayaan Lainnya Sesuai dengan Ketentuan Peraturan Perundang-Undangan,Realisasi,0
Kab. Aceh Besar,Provinsi Aceh,2021,6. Pembiayaan Daerah,62. Pengeluaran Pembiayaan Daerah,621. Pembentukan Dana Cadangan,Anggaran,0
Kab. Aceh Besar,Provinsi Aceh,2021,6. Pembiayaan Daerah,62. Pengeluaran Pembiayaan Daerah,621. Pembentukan Dana Cadangan,Realisasi,0
Kab. Aceh Besar,Provinsi Aceh,2021,6. Pembiayaan Daerah,62. Pengeluaran Pembiayaan Daerah,622. Penyertaan Modal Daerah,Anggaran,0
Kab. Aceh Besar,Provinsi Aceh,2021,6. Pembiayaan Daerah,62. Pengeluaran Pembiayaan Daerah,622. Penyertaan Modal Daerah,Realisasi,0
Kab. Aceh Besar,Provinsi Aceh,2021,6. Pembiayaan Daerah,62. Pengeluaran Pembiayaan Daerah,623. Pembayaran Cicilan Pokok Utang yang Jatuh Tempo,Anggaran,0
Kab. Aceh Besar,Provinsi Aceh,2021,6. Pembiayaan Daerah,62. Pengeluaran Pembiayaan Daerah,623. Pembayaran Cicilan Pokok Utang yang Jatuh Tempo,Realisasi,0
Kab. Aceh Besar,Provinsi Aceh,2021,6. Pembiayaan Daerah,62. Pengeluaran Pembiayaan Daerah,624. Pemberian Pinjaman Daerah,Anggaran,0
Kab. Aceh Besar,Provinsi Aceh,2021,6. Pembiayaan Daerah,62. Pengeluaran Pembiayaan Daerah,624. Pemberian Pinjaman Daerah,Realisasi,0
Kab. Aceh Besar,Provinsi Aceh,2021,6. Pembiayaan Daerah,62. Pengeluaran Pembiayaan Daerah,625. Pengeluaran Pembiayaan Lainnya Sesuai dengan Ketentuan Peraturan Perundang-Undangan,Anggaran,0
Kab. Aceh Besar,Provinsi Aceh,2021,6. Pembiayaan Daerah,62. Pengeluaran Pembiayaan Daerah,625. Pengeluaran Pembiayaan Lainnya Sesuai dengan Ketentuan Peraturan Perundang-Undangan,Realisasi,0
Kab. Aceh Jaya,Provinsi Aceh,2021,4. Pendapatan Daerah,41. PAD,411. Pajak Daerah,Anggaran,6065524387
Kab. Aceh Jaya,Provinsi Aceh,2021,4. Pendapatan Daerah,41. PAD,411. Pajak Daerah,Realisasi,15526864130.57
Kab. Aceh Jaya,Provinsi Aceh,2021,4. Pendapatan Daerah,41. PAD,412. Retribusi Daerah,Anggaran,38883571000
Kab. Aceh Jaya,Provinsi Aceh,2021,4. Pendapatan Daerah,41. PAD,412. Retribusi Daerah,Realisasi,32717430888
Kab. Aceh Jaya,Provinsi Aceh,2021,4. Pendapatan Daerah,41. PAD,413. Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,Anggaran,8131630973
Kab. Aceh Jaya,Provinsi Aceh,2021,4. Pendapatan Daerah,41. PAD,413. Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,Realisasi,7757803943
Kab. Aceh Jaya,Provinsi Aceh,2021,4. Pendapatan Daerah,41. PAD,414. Lain-Lain PAD yang Sah,Anggaran,21751799220
Kab. Aceh Jaya,Provinsi Aceh,2021,4. Pendapatan Daerah,41. PAD,414. Lain-Lain PAD yang Sah,Realisasi,19574244004.44
Kab. Aceh Jaya,Provinsi Aceh,2021,4. Pendapatan Daerah,42. TKDD,421. Pendapatan Transfer Pemerintah Pusat,Anggaran,827348947937
Kab. Aceh Jaya,Provinsi Aceh,2021,4. Pendapatan Daerah,42. TKDD,421. Pendapatan Transfer Pemerintah Pusat,Realisasi,721499473285
Kab. Aceh Jaya,Provinsi Aceh,2021,4. Pendapatan Daerah,43. Pendapatan Lainnya,422. Pendapatan Transfer Antar Daerah,Anggaran,22159720370
Kab. Aceh Jaya,Provinsi Aceh,2021,4. Pendapatan Daerah,43. Pendapatan Lainnya,422. Pendapatan Transfer Antar Daerah,Realisasi,114160662070
Kab. Aceh Jaya,Provinsi Aceh,2021,4. Pendapatan Daerah,43. Pendapatan Lainnya,431. Pendapatan Hibah,Anggaran,0
Kab. Aceh Jaya,Provinsi Aceh,2021,4. Pendapatan Daerah,43. Pendapatan Lainnya,431. Pendapatan Hibah,Realisasi,36610000
Kab. Aceh Jaya,Provinsi Aceh,2021,4. Pendapatan Daerah,43. Pendapatan Lainnya,433. Lain-lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,Anggaran,11268800000
Kab. Aceh Jaya,Provinsi Aceh,2021,4. Pendapatan Daerah,43. Pendapatan Lainnya,433. Lain-lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,Realisasi,14266076000
Kab. Aceh Jaya,Provinsi Aceh,2021,5. Belanja Daerah,51. Belanja Pegawai,511. Belanja Pegawai,Anggaran,309639569447
Kab. Aceh Jaya,Provinsi Aceh,2021,5. Belanja Daerah,51. Belanja Pegawai,511. Belanja Pegawai,Realisasi,279290684509
Kab. Aceh Jaya,Provinsi Aceh,2021,5. Belanja Daerah,52. Belanja Barang Jasa,512. Belanja Barang dan Jasa,Anggaran,180864763902
Kab. Aceh Jaya,Provinsi Aceh,2021,5. Belanja Daerah,52. Belanja Barang Jasa,512. Belanja Barang dan Jasa,Realisasi,171226295832.55
Kab. Aceh Jaya,Provinsi Aceh,2021,5. Belanja Daerah,53. Belanja Modal,520. Belanja Modal,Anggaran,174201711281
Kab. Aceh Jaya,Provinsi Aceh,2021,5. Belanja Daerah,53. Belanja Modal,520. Belanja Modal,Realisasi,171792018454.31
Kab. Aceh Jaya,Provinsi Aceh,2021,5. Belanja Daerah,54. Belanja Lainnya,515. Belanja Hibah,Anggaran,65653001726
Kab. Aceh Jaya,Provinsi Aceh,2021,5. Belanja Daerah,54. Belanja Lainnya,515. Belanja Hibah,Realisasi,69434079080.37
Kab. Aceh Jaya,Provinsi Aceh,2021,5. Belanja Daerah,54. Belanja Lainnya,516. Belanja Bantuan Sosial,Anggaran,53541806357
Kab. Aceh Jaya,Provinsi Aceh,2021,5. Belanja Daerah,54. Belanja Lainnya,516. Belanja Bantuan Sosial,Realisasi,46418751871
Kab. Aceh Jaya,Provinsi Aceh,2021,5. Belanja Daerah,54. Belanja Lainnya,531. Belanja Tidak Terduga,Anggaran,3000000000
Kab. Aceh Jaya,Provinsi Aceh,2021,5. Belanja Daerah,54. Belanja Lainnya,531. Belanja Tidak Terduga,Realisasi,2965115860
Kab. Aceh Jaya,Provinsi Aceh,2021,5. Belanja Daerah,54. Belanja Lainnya,541. Belanja Bagi Hasil,Anggaran,4494954539
Kab. Aceh Jaya,Provinsi Aceh,2021,5. Belanja Daerah,54. Belanja Lainnya,541. Belanja Bagi Hasil,Realisasi,2795083039
Kab. Aceh Jaya,Provinsi Aceh,2021,5. Belanja Daerah,54. Belanja Lainnya,542. Belanja Bantuan Keuangan,Anggaran,179807842400
Kab. Aceh Jaya,Provinsi Aceh,2021,5. Belanja Daerah,54. Belanja Lainnya,542. Belanja Bantuan Keuangan,Realisasi,176557055200
